name,region,variety,rating,notes
Argyle Brut Rose 2012,"Willamette Valley, Oregon",Sparkling & Champagne,92.0,"The color is bright, pale salmon pink, while its bouquet is full of rose petal, cherry kernel, and pomegranate. The barrel aging of the red wine component contributes to its savory complexity, while its delicate, creamy bead leads to a long textural finish. "
Hanna Cabernet Sauvignon 2004,"Sonoma County, California",Red Wine,90.0,Hanna's 2004 Alexander Valley Cabernet Sauvignon was sourced from the Red Ranch in Alexander Valley.
Belle Glos Las Alturas Vineyard Pinot Noir (1.5 Liter Magnum) 2015,"Santa Lucia Highlands, Monterey, Central Coast, California",Red Wine,90.0,"Deep ruby red in color with intriguing aromas of sun-warmed blackberries, ripe plums and hints of black licorice. A complexity of dark berry fruits unfolds on the palate, with flavors of blackberry, Bing cherry and dark chocolate predominating. Vanilla and cedar oak undertones on the mid-palate further enhance the wine. The overall impression is rich with refined tannins, firm acidity and explosive layers of ripe fruit."
Bogle Chardonnay 2001,California,White Wine,86.0,"Barrel fermentation, sur-lies aging, and partial malolactic fermentation have created a rich and elegant wine with layers of complexity.  The soft and inviting aromas suggest an apple pie right out of the oven cooling on the kitchen table.  A delicately creamy entry gives way to reveal fresh flavors of the apple and pear as well.  Spicy oak integrates with this intense fruit, delivering a finish long and lingering."
Chateau Thivin Beaujolais Villages Rose 2016,"Beaujolais, Burgundy, France",Pink and Rosé,90.0,"Delicate fresh fruit aromas and light, tart flavors make this a harmonious and delicate wine for summer drinking."
Casa Castillo Monastrell 2002,Spain,Red Wine,89.0,"""Frankly this impressive red it too big, rich and structured fro a wine in this category....this wine must be tasted to be believed!"""
Chateau Gloria 2014,"St-Julien, Bordeaux, France",Red Wine,91.0,A deep red violet color. A jammy nose of red fruits. Notes of licorice and vanilla. On entering the mouth it is silky with an exceptional melting quality. Highly precise tannins with exceptional elegance and length.
Hermann J. Wiemer Dry Riesling (1.5 Liter Magnum) 2014,"New York, Other U.S.",White Wine,90.0,"The signature Riesling is vibrant and aromatic, featuring the distinctive minerality that has become our trademark. Fragrant essence of spring blossoms sets the stage for a succulent palate of early fruit, balanced with a refreshing crispness, revealing the true qualities of the Riesling grape. A brilliant texture carries into a lingering finish, in a wine that accommodates a wide range of food."
Caymus Napa Valley Cabernet Sauvignon 2014,"Napa Valley, California",Red Wine,90.0,"The 2014 growing season was another great one in Napa Valley. Our Cabernets are a blend of wines from eight of the sixteen sub-appellations – a bottling that represents complexity through judicious blending. Deep red and opulent in color with the vibrant scent of dark cherry and blackberry, subtly layered with warm notes of vanilla. The palate is explosive, bright and balanced with cassis at the center, with flourishes of cocoa and sweet tobacco. "
Kendall-Jackson Vintner's Reserve Syrah 2012,California,Red Wine,91.0,"Richly layered with flavors of plum, jammy blackberry,  cola and just the right amount of spice followed by  velvety, lingering tannins."
Cignale 2011,"Tuscany, Italy",Red Wine,92.0,"Deep, dark ruby in color, the wine has a spicy bouquet of cedar wood, black cherry, wild strawberry, black currant, and subtle notes of well integrated new oak. On the palate the wine is rich, harmonious, and concentrated. Beautifully structured with polished tannins and a long, silky finish."
Bayten Buitenverwachting Riesling 2006,South Africa,White Wine,88.0,"Rooted in deep, decomposing granite soils and cooled by temperate sea breezes from the nearby oceans, Buitenverwachting's vines produce internationally acclaimed wines of great complexity with unique aromatic profiles."
A to Z Pinot Noir 2011,Oregon,Red Wine,90.0, 
Delas Crozes Hermitage Les Launes Blanc 1997,"Rhone, France",White Wine,88.0,"Bright golden yellow color. An expressive floral nose composed of hawthorn, lemon verbena and linden mixed with exotic fruits of lychee and mango as well as citrus. The palate is fresh, fruity and delightfully enticing."
Beaux Freres The Beaux Freres Vineyard Pinot Noir 2011,"Ribbon Ridge, Willamette Valley, Oregon",Red Wine,94.0,"In spite of the challenging growing conditions the overall character of our Beaux Frères bottling is unchanged, largely because of a draconian selection process. Dark ruby purple with plenty of floral and sweet red as well as dark fruit notes, and savory, loamy undertones. The wine is medium-bodied, possessing silky tannins, and vibrant acidity."
Banfi Magna Cum Laude 2013,"Tuscany, Italy",Red Wine,91.0,"Complex with blackberry notes, plum jam, cherries and licorice,with black olive and tobacco sensations. Powerful body, wide and soft tannin texture thanks to the good ripening in the vineyard and winery. Perfect with bean soups, grilled meat and medium aged cheese."
Heritage School Vineyards Missiaen's Hillside Vineyard Cabernet Sauvignon 2013,"Calistoga, Napa Valley, California",Red Wine,96.0,"Tucked in the hillsides northwest of downtown Calistoga, Harris Estate Vineyards continues to produce wines of impressive purity and texture. These full-bodied wines have personalities that reflect their mountainside location and ideal grape growing soils. Year after year I am impressed by the quality of grapes grown here, making this one of Napa Valley’s finest up-valley vineyards. "
De Toren Z 2007,South Africa,Red Wine,92.0,Stellenbosch.
Larkmead Firebelle 2015,"Napa Valley, California",Red Wine,90.0,"Lighter color, restrained fruit, and a savory finish are the hallmarks of this year’s Firebelle. Some of the characteristics of the warm vintage are apparent in this Merlot-dominant wine, such as the aromas of roasted meats and the flavors of ripe black and blue plums. But even so, we feel the wine is still reflective of the loam and clay soils in which its grapes were grown. Scents of plum skin greet the nose and are met again on the palate. The same is true of the cocoa and coffee that linger on the finish. These aromas are present, certainly, but remain somewhat compact; they need both air and time to unravel and truly come alive. This particular Firebelle is a complex wine that may appear reticent at first, but with time in the glass becomes supple and expressive. In the finish, youthful tannins blanket the mouth, crying out for food."
Clos Sainte Magdeleine Cassis Blanc 2017,"Cassis, Provence, South of France, France",White Wine,90.0,"Aroma has notes of Provençal herbs, anise, white peach, and white acacia. On the palate there is fleshiness and a fresh peach-like acidity. The aftertaste is elegant, dry, honeyed with notes of apricot and peach. "
Leonetti Sangiovese 2012,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0,"Beautiful deep garnet color. The nose displays driving, darkred Bing cherries. This wine tastes like a liquid expression of that flavor. A unique contributing factor to this wine blend is theaddition of 8% of the varietal Aglianico. A first for WallaWalla Valley, we planted this ancient grape of southernItaly in our Serra Pedace Vineyard. We tried a splash of thisvarietal in the blend and found it fit like a glove, addingstructure and a firm core of austere fruit."
Chateau d'Aiguilhe Cotes de Castillon 2003,"Cotes de Castillon, Bordeaux, France",Red Wine,90.0,"""This large (120+ acres) vineyard planted on limestone and clay soils is composed of 80% Merlot and 20% Cabernet Franc. Bottled unfined and unfiltered, the 2003 was produced from yields of 28 hectoliters per hectare. It exhibits a dense purple color as well as a big, sweet nose of scorched earth, blackberries, underbrush, cherries, and smoke. Layered, opulent, powerful, and rich, with its tannin character well-hidden by abundant fruit, it should drink well for 10-12 years. It is another example of this backwater appellation producing a wine that transcends its pedigree."" - Robert Parker"
Caymus Special Selection Cabernet Sauvignon (1.5 Liter Magnum) 2012,"Napa Valley, California",Red Wine,94.0,"A rich, dense ruby color, hints at the dark fruit nose of blackberry and currant that carries through to the palate, interwoven with complex aromas of black licorice, anise and crème de cassis.  On the palate, the wine opens up to reveal an earthiness, with brown spice, cigar box and ripe dark fruits that linger throughout the extracted and long finish.  The texture is opulent and rich, yet has a velvety quality with supple density. Rich, fine-grained tannins are balanced with ripe fruit, acidity and oak."
Concha y Toro Marques de Casa Concha Merlot 1996,Chile,Red Wine,85.0,"Soft tannins and a hint of plums, cedar and berry offer considerable pleasure."
Las Rocas Vinas Viejas Garnacha 2005,Spain,Red Wine,91.0,"""The 2005 Las Rocas Vinyas Viejas comes from high altitude, low yielding, 100+-year-old Grenache vines and is aged in French and American oak. More aromatic than its sibling, it has a splendid perfume of spice box, lavender, kirsch, and blueberry. It is also a bit richer and longer in the finish. While it may evolve for 1-2 years, who could resist it now?"" - Wine Advocate"
Chateau Lespault-Martillac 2015,"Pessac-Leognan, Bordeaux, France",Red Wine,90.0,"Intense nose of ripe red fruits. Fresh, precise and energetic. In the mouth, this wine is generous, without restraint. The acidity and mineral structure give great tension. Tasty and complex wine, typical of deep gravel soils. Classy tannins. Very good balance, freshness and length."
Altesino Rosso di Montalcino 2004,"Montalcino, Tuscany, Italy",Red Wine,90.0,"Blend: 80% Sangiovese, 20% Merlot and Cabernet Sauvignon "
Chateau Beauregard Pomerol 1998,"Pomerol, Bordeaux, France",Red Wine,88.0,"""The deep ruby/purple-colored 1998 Beauregard exhibits a perfume of smoke, black cherry cough syrup, chocolate, and smoky wood. Thick, tannic, and medium to full-bodied,"" - WA"
Lapostolle Cuvee Alexandre Cabernet Sauvignon 2010,Chile,Red Wine,91.0, 
De Martino Alto de Piedras Carmenere 2015,"Maipo Valley, Chile",Red Wine,94.0,"On the nose, there are generous aromas of fresh red fruits and spices with herbaceous undertones. Concentrated flavors and ripe, well-integrated tannins coat the palate. This single vineyard Carmenere has a long, elegant finish following 14 months of aging in large oak barrels known as foudres."
Lange Winery Reserve Pinot Gris 2016,"Willamette Valley, Oregon",White Wine,90.0,"Lange's Reserve is consistently one of the finest Pinot Gris coming out of America. The wine offers stone fruit, minerality and melon on the nose. A rich, round palate is filled with tropical fruit, orange blossom and honeysuckle, balanced by playful acidity and supported by neutral French oak."
Benton Lane First Class Pinot Noir 2006,"Willamette Valley, Oregon",Red Wine,92.0,"Our First Class is produced only when we have a particular lot of wine that is very, very special, and the 2006 First Class Pinot Noir is such a wine. To start, we look to our favorite vineyard sites for the most balanced, flavorful and concentrated Pinot Noir. We ferment these lots in small fermenters called ""pots"". We baby them every step of the way and move the best wine into new French oak barrels for sixteen months of ageing. As the wines develop, we select the best barrels to eventually become ""FIRST CLASS"" - the best of the best."
Dopff & Irion Crustaces 2016,"Alsace, France",White Wine,89.0,#51 
Atalaya La Atalaya 2010,Spain,Red Wine,91.0,"Deep red cherry in color. There is an elegant, fresh and complex nose that highlights ripe fruit and floral notes. Nice and fresh on the palate, well-balanced with sweet but still young tannins, a delicious mouthful sensation that lingers on the very long and smooth finish."
Innocent Bystander Yarra Valley Pinot Noir 2016,"Yarra Valley, Victoria, Australia",Red Wine,90.0,#54 
Alban Reva Estate Syrah 2013,"Edna Valley, Central Coast, California",Red Wine,94.0,#79 
K Vintners The Hidden Syrah 2012,"Columbia Valley, Washington",Red Wine,92.0,Tastes like purple. No? Black purple. Dark fruit. Liquid smoke. Stone. Floral. Deep and very generous. It gives and gives and gives! 
Cadence Cara Maria Vineyard Bel Canto 2012,"Red Mountain, Yakima Valley, Columbia Valley, Washington",Red Wine,92.0,"The aromatic intensity is on another level entirely. Dark cherries and baking spice fairly explode out of the glass. These flavors are echoed on the palate and joined by the iron minerality, but the key here is the amazing framework. The tannins are big, round and caressing. Clearly the finest Cabernet Cadence has ever produced. "
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso 2010,"Montalcino, Tuscany, Italy",Red Wine,94.0,"The bouquet of the Brunello di Montalcino Pianrosso is intense, complex, fruit-forward and spicy with hints of ripe red berry fruits enriched by various spicy notes. Warm, soft and harmonic on the palate. There is great balance among pronounced tannins, acidity and savoriness. This elegant wine has good potential for further cellar aging."
Catena Zapata Adrianna White Bones Chardonnay 2015,"Mendoza, Argentina",White Wine,96.0,There are many theories about why the grapes coming from these rows have such distinctive floral aromatics with an earthy minerality in the nose and palate. It may be related to the minerals in the soil or to the effects that the calcareous deposits have on root penetration.
Honig Sauvignon Blanc (375ML half-bottle) 2019,"North Coast, California",White Wine,92.0,We made our first vintage of Honig Sauvignon Blanc in 1980. Today our flagship wine can be found in fine establishments around the world. Join us as we celebrate the past 40 years and toast the years to come!
Chateau de Marsannay Marsannay Rouge 2014,"Marsannay, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,90.0,"Subtle nose, with fresh ripe aromas and slightly smoked notes. Supple palate, full and well-balanced with spicy aromas."
Bodegas Montecillo Rioja Reserva 2006,"Rioja, Spain",Red Wine,90.0,"An ideal companion for grilled or barbecued red meat, all types of stew, and spicy dishes. A powerful wine, it also enhances the flavor of fish such as tuna, salmon or cod."
Alban Lorraine Estate Syrah 2005,"Edna Valley, Central Coast, California",Red Wine,96.0,"The finest Syrah John Alban has yet produced, its inky/ruby/purple hue is accompanied by gorgeously sweet aromas of flowers, blueberries, black raspberries, blackberries, and subtle hints of smoky oak, bacon fat, and licorice. "
Legaris Crianza 2009,"Ribera del Duero, Spain",Red Wine,90.0,"Deep garnet red with hues of the same color. Highly aromatic on the nose with dominant notes of well balanced black fruits and complex notes from aging in oak. A round mouthfeel, well structured with body and a long tasty finish. "
Langmeil Three Gardens SMG 2008,"Barossa Valley, Barossa, South Australia, Australia",Red Wine,89.0,"Shiraz (45%), Grenache (40%) and Mourvédre (15%) have been planted in the Barossa since the 1840's. Aged in seasoned American (60%) and French (40%) oak.  The wine displays a medium depth crimson color with purple hues. The aromas are of juicy Satsuma plums, blueberry and dark cherries, they leap out of the glass with hints of vanilla and earthiness. The palate is well-balanced and full-bodied flowing with briar berries and spice. The finish has good length, velvety tannins and a slight savory note. Pair with grilled meat, peppered steaks, burgers topped with mushrooms and gruyere cheese, or slowly braised Lamb shanks. "
Bonny Doon Muscat Vin de Glaciere (half-bottle) 1999,"Central Coast, California",,85.0,"We have a couple of new tricks up our sleeves this year with Muscat.  We have added a more generous proporion of malvasia, including a lot that was concentrated by a different technique - the very romantic process of reverse osmosis.  We also fermented the various lots with differing yeast strains in the hopes of attaining incrementally greater complexity, using one yeastie-beastie of the Teutonic stripe and on sauternais, recapitulating the age-old dichotomous agon but in this case, it was the microflora who were battling it out.  Once again we trot out all of the usual suspects: pineapple, peach, pear and litchi.  A rich, decadent style, not unlike the 1998, we invite you to chill with another classic wine of the icebox."
Bayten Buitenverwachting Sauvignon Blanc 2013,"Constantia, South Africa",White Wine,90.0,#63 
Chateau Tanunda Grand Barossa Riesling 2010,"Barossa Valley, Barossa, South Australia, Australia",White Wine,89.0,"Grand Barossa Riesling is subtle yellow in color, displaying delicate lifted aromas of lime blossom and citrus fruits. Lemon, lime and hints of passion fruit are in abundance. The palate is focused, pure and linear with a delicious juicy finish. Elegant and intense with a touch of minerality and refreshing acidity. Made with 100% Riesling."
3 Rings Shiraz 2014,"Barossa Valley, Barossa, South Australia, Australia",Red Wine,89.0,"The color is deep midnight black with a squid ink hue. An expressiveand powerful notes of dark and exotic berries leads to a full-bodiedwine that has a palate of dark and rich chocolates, traces of tar, leather and spice, with a core of supple, yet immense, fruit-drivencharacteristics, with a flavor-wrapped finish towards the end of thepalate."
Andrew Will Winery Sorella 1998,"Columbia Valley, Washington",Red Wine,91.0,"Dark ruby color.  Ripe and big, loaded with luscious raspberry, plum, spices, and violets, with a touch of sweet oak.  Satin tannins, great structure.  Amazing wine."
Bargetto Santa Cruz Mountains Pinot Noir 2013,"Santa Cruz Mountains, California",Red Wine,93.0,"The 2013 vintage produced stunning fruit, especially Regan Vineyards Pinot Noir. Due to mild spring weatherand a sunny, dry growing-season, our favorite fickle grape benefited from extended hang-times which really concentrated the fruit. The color is a brilliant garnet hue. Aromas of freshly picked berries, earth, spice and rose petals initially fill your sense. Hints of vanilla extractand toasted cedar develop from nose to palate and indicate the gently oak used to age this wine. There’s anunderlying smoky, mushroom, almost meaty aroma that also extends into the palate. The palate is bright with ripe raspberry, cherry and black tea. This wine has medium body, mild tannins and bright acidity that lingerson the long finish. Best pairings include, but are not limited to, grilled salmon, pork tenderloin and soft creamy cheeses."
Corte Sant'Alda Valpolicella Superiore Ripasso Campi Magri 2007,"Valpolicella, Veneto, Italy",Red Wine,90.0,"30% Corvina, 30% Rondinella, 25% Corvina Grossa, 10% Molinara. "
DuMOL Russian River Valley Syrah 2009,"Russian River, Sonoma County, California",Red Wine,90.0,"2009 is a spectacular vintage for Russian River Syrah, as great as ever seen and this is DuMOL's finest RRV Syrah bottling since its 2006 counterpart. The wine is very much driven by its aromatic power and intensity – it smells so alive it's really quite staggering. The aromas are constantly changing; morphing each time you return to the glass – that's the sign of a great wine – it's multidimensional. "
Au Bon Climat Talley-Rincon Vineyard Chardonnay 2001,"Central Coast, California",White Wine,91.0,"""A strong line-up of Chardonnays from globe-trotting winemaker/proprietor Jim Clendenen includes the 2001 Chardonnay Talley-Rincon Vineyards. Offering aromas of orange rinds, hazelnut oil, and lemon zest, this medium-bodied, explosively rich effort possesses a light straw color, fine texture, and a long, heady, pure finish with good grip. Consume it over the next 5-6 years."""
Kiralyudvar Tokaji Sec Furmint 2016,Hungary,White Wine,92.0,"Introduced by the domaine in ’05, this innovative dry wine wonderously balances Furmint’s viscous intensity and bright acidity."
Gary Farrell Hallberg Vineyard Pinot Noir 2016,"Russian River, Sonoma County, California",Red Wine,90.0,"Lush aromas of dark cherry, currants, and cola naturally follow the deep ruby hue of this wine in glass. Dried mushrooms, black tea, and an array of fresh violets, rose petals, and a hint of peppermint provide complexity and intrigue. Exceptional palate weight coupled with a tremendous concentration of fruit flavors and zesty acidity deliver a balanced package of power and finesse."
Chateau Ste. Michelle Merlot 2002,"Columbia Valley, Washington",Red Wine,89.0,"Inviting aromas of mocha and ripe raspberry are accented by a nutty toastiness and the suggestion of cinnamon. On the palate, this Merlot offers more juicy raspberry, coupled with supple, firm tannins and a lengthy finish. "
Anselmi San Vincenzo 2000,"Veneto, Italy",White Wine,88.0,"80% Garganega, 15% Chardonnay and 5% Trebbiano varietal, with no wood, though in a fruity, youthful style, reminiscent of nuts and peaches, already exhibits the trademark Anselmi complexity. "
Kendall-Jackson Jackson Estate Camelot Highlands Chardonnay 2013,"Santa Maria Valley, Central Coast, California",White Wine,90.0,"Pineapple, mango and papaya with a creamy, lush, rich palate. Notes of cinnamon, candied lime and vanilla crème brûlée create an appealing and lingering finish."
Kosta Browne Keefer Ranch Vineyard Pinot Noir 2008,"Russian River, Sonoma County, California",Red Wine,95.0,"Fresh raspberries, ripe pomegranate, red apple skin, citrus and a subtle dose of tangerine zest. Sweet Rainier cherries, raspberries, pomegranate and soft notes of cola. Rich raspberry anda dose of cream lead to a silky finish. Medium weight on the palate and bursting with intense red fruit character. Focused and yet very pretty and elegant."
Duckhorn Napa Valley Cabernet Sauvignon 2011,"Napa Valley, California",Red Wine,90.0,"The 2011 vintage has delivered an elegant, age-worthy and invitingly fragrant expression of Napa Valley Cabernet Sauvignon. Aromas of red currant, dried cherry, cigar box, cocoa, tobacco leaf and fig compote rise from the glass. On the palate, this wine is fresh and supple, with flavors of huckleberry, spiced plum, rhubarb and red currant supported by dusty, finegrained tannins and hints of cedar and sage."
Chateau de Beaucastel Chateauneuf-du-Pape Blanc 2014,"Chateauneuf-du-Pape, Rhone, France",White Wine,91.0,"Beautiful golden yellow color. The nose is mineral with notes of white flowers, honey and marmalade. On the mouth, the wine is round and rich in yellow fruits like peaches and apricots followed by notes of salted butter caramel and a slightly salty finish."
Bodegas Castano Hecula 2005,Spain,Red Wine,90.0,"""Inky violet. Deep cherry and cassis aromas complicated by an array of floral, mineral and herbal nuances. Powerful dark fruit flavors are firmed by solid tannins and lifted by gentle minerality. Picks up smoked meat and anise notes on the long, chewy finish. This could be a Bandol. Is the average buyer at this price point ready for this? Another amazing value."""
Hall Kathryn Hall Cabernet Sauvignon 2003,"Napa Valley, California",Red Wine,93.0,"The Kathryn Hall Cabernet Sauvignon is widely recognized as Hall's premier estate cuvee. This wine showcases the legendary Sacrashe vineyard's distinctive hillside terroir; it is a massive, well structured wine born of low yielding vines, meticulous cultivation and exacting harvesting practices.  "
Domaine Faiveley Pommard Rugiens Premier Cru 2014,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,93.0,"A beautiful dark ruby color. The nose gives off black fruit and spice aromas with woody and smoky notes.  On first tasting, this wine shows itself to be powerful on the palate with tannins quite present but well blended in. As on the nose, we find pleasant woody notes from being raised in oak. This wine has fine structure and good long-lasting aromas and flavors, which give it interesting cellaring potential."
Leth Steinagrund Gruner Veltliner 2016,Austria,White Wine,90.0,"The nose combines spice with a reductive fruit; the palate displays peppery notes; a classic Veltliner from loess terraces. This wine is part of a line from Leth that displays complexity in flavor, minerality and durability."
L'Ecole 41 Columbia Valley Merlot 2003,"Columbia Valley, Washington",Red Wine,88.0,"Rich with spicy, aromatic aromas of nutmeg, clove and cinnamon, this Merlot shows ripe black plum, blackberry and dark cocoa flavors, with notes of leather and sweet tobacco encased in a toasty, ripe black cherry finish."
Aix Rose (1.5 Liter Magnum) 2015,"Coteaux d'Aix-en-Provence, Provence, South of France, France",Pink and Rosé,90.0,"A pale, bright pink color. The nose has a lot of finesse, with aromas of red berries and yellow grapefruit. The wine has a soft, floral mouth attack with good texture and a nice, long aftertaste.   "
Au Bon Climat Hildegard Estate White Blend 2014,"Santa Maria Valley, Central Coast, California",White Wine,90.0,The lovely aroma of vanillin and hazelnuts from the oak and the mouth-coating richness makes for a wine that seems like a top-notch Chardonnay. The fruit profile is more melony than Chardonnay and the aromas are more flowery than Chardonnay. Food matches that work with Chardonnay would work fine with Hildegard.
Lapostolle Cuvee Alexandre Chardonnay 2009,"Casablanca Valley, Chile",White Wine,90.0,"Bright light yellow with subtle lime notes.  THe nose contains elegant aromas of sweet citrus fruit, sweet flowers, tropical fruits and subtle spices.  On the palate, the wine is very round with an elegant mouth feel, good volume, lively acidity and a long persistent finish. "
Artesa Napa Chardonnay 1999,"Napa Valley, California",White Wine,88.0,"Artesa connotes ""hand-crafted"" in Catalan, the language of our founders.  The sculpted vine on our label symbolizes the artisans careful reshaping of what nature offers.  Traditionally made in small lots with minimal handling, this Chardonnay fermented and aged sur lie for 14 months in French oak."
Domaine du Pesquier Gigondas 2001,"Gigondas, Rhone, France",Red Wine,92.0,"Domaine du Pesquier Gigondas is deep ruby-purple in color with a nose of cassis, garrigues, blackberry, wild herbs and leather. Dry, full-bodied, with moderate acidity, it offers flavors of cassis, plums, blackberries, coffee and licorice. Aged in oak, it is well balanced, long and rich, with silky tannins on the finish. "
Chateau de Saint Cosme Gigondas le Claux 2013,"Gigondas, Rhone, France",Red Wine,93.0,"Château de St. Cosme Le Claux offers alluring notes of raspberry and roasted almond with subtle rustic nuances. The full body and solid structure create a wine to be enjoyed today or years fromthis point, due to its wonderful ability to age."
Domaine de Poulvalrel Costieres de Nimes 2006,"Languedoc, South of France, France",Red Wine,92.0,"""Roughly equal parts Syrah and Grenache, the estate's 2006 Costieres de Nimes smells delectably of ripe plums, cassis, and black raspberry with sweetly pungent herbs. The balance of resinous herbs, sweet spices, and black pepper; clean meatiness; and ripe black fruits on display in the mouth is superb, and the purity and clarity of flavors and silkiness of texture remarkable for a wine of its price (and considering that half of the fruit was machine-harvested). Cocoa powder and crushed stone add to the complexity of a long, soothing finish that will have you wondering how this could cost so little and why you did not buy more. I suspect one will be in no danger of holding bottles for 2-3 years."" "
John Duval Plexus Red 2006,"Barossa Valley, Barossa, South Australia, Australia",Red Wine,95.0,"The 2006 vintage of Plexus is an intricately structured blend comprised of rich and vibrant fruit from Barossa Valley's old, low yielding vines. A true refection of Barossa's soil and climate, Plexus expresses a supple and silky mouth feel and a spicy, ripe red fruit finish. Intense and elegant, Plexus demonstrates an impressive concentration and structure with a seamless balance. "
Colgin Cariad 2011,"Napa Valley, California",Red Wine,90.0," The 2011 ""Cariad"" is brimming with purity, freshness and density. Concentrated aromas of dark cherry, licorice, and grilled meat jump from the glass. Beautiful notes of incense, chocolate and orange peel flirt in and out of the dark core of fruit. An amazing amount of minerality comes through in this wine, with notes of cobble, iron, wet stone, and forest floor. The texture of the 2011 ""Cariad"" is true to its classic profile every vintage. The wine is layered with silky, luscious, almost oily tannin. This dense, palate coating wine is deep in color and long on the finish. Supported by its natural acidity and the fine polish of the tannins, this is the Colgin wine for decades of aging."
Da Vinci Chianti Riserva 2001,"Chianti, Tuscany, Italy",Red Wine,90.0,"""A beauty. Loads of blackberry and black cherries on the nose. Full-bodied, with supersilky tannins and a long, long finish. Very impressive. Best after 2004."""
Herdade Do Esporao Reserva White 2016,Portugal,White Wine,90.0,"A classic wine made from grapes grown at Herdade do Esporão that demonstrates the consistency and rich, characteristic profile of Alentejo wines. "
Chateau Ducru-Beaucaillou 1996,"St-Julien, Bordeaux, France",Red Wine,91.0,"Supple yet full-bodied, a typically fine Saint Julien that needs time to reveal its rich and fruity, elegant flavors of cassis, vanilla and ripe blackberries."
Iron Horse Brut Rose 2006,"Russian River, Sonoma County, California",Sparkling & Champagne,92.0,"The wildest of the Iron Horse Sparklings and surprisingly dry. Bold and vibrant in both color and taste, it is pure exuberance. The color and richness come from cold soaking the Pinot Noir on the skins."
Bodegas Tradicion Amontillado VORS,Spain,,92.0,"The Amontillado from Bodegas Tradicion is from a selection of soleras from Jerez, El Puerto de Santa Maria and Sanlucar and boasts an average of 45 years aging."
Chateau Ste. Michelle Indian Wells Cabernet Sauvignon 2011,"Columbia Valley, Washington",Red Wine,88.0,"The Indian Wells Cabernet is a warm climate ripe, jammy ""New World"" style of Cabernet Sauvignon. The wine typifies the Wahluke Slope region with up front, dark fruit aromas and flavors with hints of vanilla. Vineyards in the area are more than a decade old and showing character and complexity. "
Catena Alta Malbec 2011,Argentina,Red Wine,90.0,"Catena Alta Malbec is deep violet in color with indigo highlights. The nose has aromas of ripe red and black berry fruits with notes of violets and lavender and hints of leather, spice, mocha, and vanilla. The wine is full-bodied, concentrated and rich on the palate with soft, sweet tannins and a silky structure. Multiple layers of rich cassis, ripe cranberries, and blackberries are interwoven with subtle notes of licorice and black pepper. An earthy minerality, finely grained tannins, and a lively acidity mark the lengthy finish."
Bodegas Renacer Punto Final Malbec Reserva 2007,Argentina,Red Wine,91.0,"Deep red in color with intense violet shades. On the nose, a combination of red fruits and toasty notes given by the French oak are evident. In the mouth the wine is complex and structured with a long aftertaste. Pair with grilled meats or tagliatelle with spicy tomato sauce. "
Bodegas Renacer Punto Final Malbec Classico 2004,Argentina,Red Wine,91.0,"""The surprise of the month has to be this excellent, fully ripe and totally structured wine... Perfect with steak. Can't wait to taste the Reserva."""
Conquilla Brut,Spain,Sparkling & Champagne,90.0,"Pale gold with an emerald rim. Fine, delicate bubbles. Citrusy nose with overtones of bay leaf and orange. Velvety on the palate, with good acidity framing notes of white fruit and a hint of almond on the finish."
Francis Ford Coppola Sofia Rose 2017,"Monterey, Central Coast, California",Pink and Rosé,90.0,"Feminine and stylish, with a fragrant perfume of fresh strawberries and lavender, this rosé explodes with ripe, juicy flavors of cherry, raspberry and citrus zest. This refreshing wine is reminiscent of the popular dry rosés served in seaside café along the French Riviera. It’s crisp, delicate, and elegantly fruity with just a kiss of spice on the finish."
CVNE Vina Real Crianza 2012,"Rioja, Spain",Red Wine,90.0,"This wine shows shades of medium to deep shiny cherry colour on a purple background. To the nose, intense aromas of ripe fruits (blackberries, blackcurrants) stand out, complemented with subtle hints of oak. To the palate, it shows structured and round with a good integration of fruitiness and oakiness. The aftertaste is marked by very well balanced tannins as well as by persistent spicy, toasty and balsamic aromas. A long stay in bottle is the finishing touch to this Rioja Alavesa wine's character.  "
Allegrini Amarone 2006,"Veneto, Italy",Red Wine,90.0,"Amarone has a distinctive flavor because of its unique production method. An extremely important wine in Italian viticulture, Amarone is an exclusive and unique symbol of the Valpolicella region. Over the course of time, Allegrini has improved its production method with the goal being to best preserve the characteristics of the fruit whilst drying. "
Bodegas Ateca Atteca 2016,Spain,Red Wine,90.0,"Rich morello cherry and plum flavors are accented by mint, orange peel and sassafras notes in this expressive red, which has soft tannins, juicy acidity and smoky finish."
Chateau La Gaffeliere (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,97.0,"Blend: 60% Merlot, 40% Cabernet Franc"
Brundlmayer Kamptaler Terrassen Riesling 2015,"Kamptal, Austria",White Wine,93.0,"Very pure, attractive primary fruit (classic apricot, peach, tangerine and citrus), flowery elements some herbs and green tea, still a bit yeasty, yet open at the front, with a hint of minerals and flowery aroma , straightforward and quite fresh on the palate again with surprising fruit, medium body, great minerals, perfectly balanced structure, showing good potential."
